Date,Monthly Total Precipitation (in),Monthly Average Mean Temperature (degF),Monthly Total Snowfall (in),City
1940-01,1.34,-1.6,27.1,Fairbanks
1940-02,0.08,-0.12,2,Fairbanks
1940-03,0.03,12.69,1.3,Fairbanks
1940-04,0.27,43.67,,Fairbanks
1940-05,1.39,49.24,0,Fairbanks
1940-06,2.16,60.07,0,Fairbanks
1940-07,0.94,62,0,Fairbanks
1940-08,2.13,57.66,0,Fairbanks
1940-09,0.75,45.7,,Fairbanks
1940-10,0.53,29.4,6.1,Fairbanks
1940-11,0.54,6.43,6.7,Fairbanks
1940-12,0.29,-4,5.7,Fairbanks
1941-01,0.13,-13.77,1.5,Fairbanks
1941-02,0.04,9.93,0.3,Fairbanks
1941-03,0.38,14.98,5.6,Fairbanks
1941-04,0.87,37.52,8.4,Fairbanks
1941-05,1.39,47.81,,Fairbanks
1941-06,1.2,61.6,0,Fairbanks
1941-07,1.78,58.61,0,Fairbanks
1941-08,0.97,58.29,0,Fairbanks
1941-09,0.62,43.97,,Fairbanks
1941-10,0.88,23.13,8.3,Fairbanks
1941-11,0.54,-1.65,8.3,Fairbanks
1941-12,0.18,-9.82,2.7,Fairbanks
1942-01,0.26,0.62,5.3,Fairbanks
1942-02,0.26,11.54,3.8,Fairbanks
1942-03,0.29,8.15,4.2,Fairbanks
1942-04,0.07,34.9,0.5,Fairbanks
1942-05,0.48,51.87,,Fairbanks
1942-06,2.75,61.37,0,Fairbanks
1942-07,1.65,60.76,0,Fairbanks
1942-08,3.49,56.9,0,Fairbanks
1942-09,2.85,48.87,,Fairbanks
1942-10,0.91,27.98,9.1,Fairbanks
1942-11,1.14,-6.33,11.5,Fairbanks
1942-12,0.07,-24.6,1.7,Fairbanks
1943-01,0.45,-22.13,8.1,Fairbanks
1943-02,0.35,4.75,2.5,Fairbanks
1943-03,1.21,10.02,18.4,Fairbanks
1943-04,0.05,30.62,0.2,Fairbanks
1943-05,0.43,47.16,1.3,Fairbanks
1943-06,0.26,59.33,0,Fairbanks
1943-07,0.68,59.32,0,Fairbanks
1943-08,3.11,52.63,0,Fairbanks
1943-09,1.11,43.62,,Fairbanks
1943-10,0.87,29.48,5,Fairbanks
1943-11,0.11,11.97,1.3,Fairbanks
1943-12,0.87,-1.13,13,Fairbanks
1944-01,0.19,-5.68,3,Fairbanks
1944-02,2.1,9.43,21.4,Fairbanks
1944-03,0.88,6.74,14.1,Fairbanks
1944-04,0.01,24.93,0.2,Fairbanks
1944-05,1.75,48.65,,Fairbanks
1944-06,1.03,58.65,0,Fairbanks
1944-07,0.9,61,0,Fairbanks
1944-08,2.81,52.65,0,Fairbanks
1944-09,1.09,42.07,,Fairbanks
1944-10,0.69,29.05,6.2,Fairbanks
1944-11,0.21,4.47,4.1,Fairbanks
1944-12,0.45,-2.29,7.3,Fairbanks
1945-01,0.07,0.02,2.1,Fairbanks
1945-02,0.27,5.61,4,Fairbanks
1945-03,0.53,10.42,8.9,Fairbanks
1945-04,0.09,24.47,1.7,Fairbanks
1945-05,0.72,42.24,1.9,Fairbanks
1945-06,2.31,53.88,0,Fairbanks
1945-07,2.04,59.06,0,Fairbanks
1945-08,4.39,53.61,0,Fairbanks
1945-09,1.48,43.13,0,Fairbanks
1945-10,1.4,26.15,17.3,Fairbanks
1945-11,0.83,-7.55,9.8,Fairbanks
1945-12,0.25,-5.84,3,Fairbanks
1946-01,0.7,-4.63,8,Fairbanks
1946-02,0.73,0.73,8.8,Fairbanks
1946-03,0.29,1.37,4.4,Fairbanks
1946-04,0.24,26.97,3.5,Fairbanks
1946-05,1.3,48.32,,Fairbanks
1946-06,1.49,61.43,0,Fairbanks
1946-07,1.32,61.74,0,Fairbanks
1946-08,1.8,52.31,0,Fairbanks
1946-09,0.81,42.62,,Fairbanks
1946-10,1.88,31.06,17.5,Fairbanks
1946-11,0.24,-6.55,3.1,Fairbanks
1946-12,0.53,-22.37,9.2,Fairbanks
1947-01,1.23,-22.71,17.8,Fairbanks
1947-02,0.03,0.43,0.5,Fairbanks
1947-03,0.16,14.63,1.7,Fairbanks
1947-04,0.39,30.58,4.6,Fairbanks
1947-05,0.36,48.76,0.1,Fairbanks
1947-06,0.56,55.82,0,Fairbanks
1947-07,1.06,62.03,0,Fairbanks
1947-08,1.58,50.94,0,Fairbanks
1947-09,1.73,41.18,2.8,Fairbanks
1947-10,0.61,24.19,11.2,Fairbanks
1947-11,0.66,9.03,10.6,Fairbanks
1947-12,0.15,-0.44,3.3,Fairbanks
1948-01,0.47,-4.31,8.6,Fairbanks
1948-02,0.5,-6.53,6.8,Fairbanks
1948-03,0.55,5.39,9.2,Fairbanks
1948-04,2.3,23.2,25.1,Fairbanks
1948-05,1.39,45.85,1,Fairbanks
1948-06,1.8,58.87,0,Fairbanks
1948-07,4.24,58.02,0,Fairbanks
1948-08,3.51,50.19,0,Fairbanks
1948-09,0.57,40.5,2.1,Fairbanks
1948-10,0.42,25.27,5.9,Fairbanks
1948-11,0.54,-2,5.9,Fairbanks
1948-12,1.09,-15.61,21.1,Fairbanks
1949-01,0.94,-8.66,18.2,Fairbanks
1949-02,1.12,-9.11,16.9,Fairbanks
1949-03,0.38,20.06,5.4,Fairbanks
1949-04,0.23,23.85,5.8,Fairbanks
1949-05,0.52,43.97,1,Fairbanks
1949-06,3.55,51.63,,Fairbanks
1949-07,3.47,59.81,0,Fairbanks
1949-08,1.19,55.56,0,Fairbanks
1949-09,0.12,48.25,0,Fairbanks
1949-10,0.43,27.94,5.7,Fairbanks
1949-11,0.36,11.37,5.8,Fairbanks
1949-12,0.77,-10.42,11.5,Fairbanks
1950-01,2,-0.92,30.9,Fairbanks
1950-02,0.25,-22.48,3.5,Fairbanks
1950-03,0.52,17.52,6.7,Fairbanks
1950-04,0.03,28.87,0.8,Fairbanks
1950-05,0.52,47.39,,Fairbanks
1950-06,0.86,58.82,0,Fairbanks
1950-07,2.5,62.02,,Fairbanks
1950-08,1.17,57.66,0,Fairbanks
1950-09,0.31,46.78,,Fairbanks
1950-10,0.51,25.94,14,Fairbanks
1950-11,0.99,-6.08,17.6,Fairbanks
1950-12,0.39,-5.44,7.7,Fairbanks
1951-01,0.57,-23.21,8.7,Fairbanks
1951-02,0.91,-7.61,9.8,Fairbanks
1951-03,0.22,-0.56,5.3,Fairbanks
1951-04,0.04,34.35,0.3,Fairbanks
1951-05,0.44,49.27,,Fairbanks
1951-06,1.24,56.97,,Fairbanks
1951-07,1.77,60.24,,Fairbanks
1951-08,1.94,57.84,,Fairbanks
1951-09,0.72,46.92,,Fairbanks
1951-10,0.46,22.24,6.4,Fairbanks
1951-11,0.68,11.55,14,Fairbanks
1951-12,1.28,-7.48,13.5,Fairbanks
1952-01,0.84,-19.4,9.3,Fairbanks
1952-02,0.14,-2.52,1.8,Fairbanks
1952-03,0.35,8.94,3.5,Fairbanks
1952-04,0.18,27.92,2.1,Fairbanks
1952-05,0.33,41.56,3.1,Fairbanks
1952-06,1.21,58.38,,Fairbanks
1952-07,1.79,60,0,Fairbanks
1952-08,1.14,53.87,0,Fairbanks
1952-09,1.73,42.62,2.6,Fairbanks
1952-10,0.47,30.52,8.3,Fairbanks
1952-11,0.15,15.33,2.4,Fairbanks
1952-12,0.04,-3.29,0.4,Fairbanks
1953-01,0.12,-22.5,1.7,Fairbanks
1953-02,0.27,2.61,4.4,Fairbanks
1953-03,0.2,7.53,3.1,Fairbanks
1953-04,0.01,37.18,,Fairbanks
1953-05,0.64,51.45,,Fairbanks
1953-06,1.85,61.77,,Fairbanks
1953-07,1.37,62,0,Fairbanks
1953-08,2.97,56.03,0,Fairbanks
1953-09,1.32,45.15,,Fairbanks
1953-10,0.11,23.95,1.2,Fairbanks
1953-11,,2.2,0.2,Fairbanks
1953-12,0.13,-4.11,5.5,Fairbanks
1954-01,0.55,-14.61,18.6,Fairbanks
1954-02,0.21,-16.89,4.5,Fairbanks
1954-03,0.6,11.69,8.6,Fairbanks
1954-04,,26.38,0.1,Fairbanks
1954-05,0.17,50.52,0,Fairbanks
1954-06,1.78,58.55,0,Fairbanks
1954-07,3.22,58.19,0,Fairbanks
1954-08,0.84,56.42,0,Fairbanks
1954-09,1.82,42.7,,Fairbanks
1954-10,0.08,31.23,2.8,Fairbanks
1954-11,0.42,12.53,7.5,Fairbanks
1954-12,0.48,-21.48,9.8,Fairbanks
1955-01,0.49,-3.19,10.3,Fairbanks
1955-02,0.6,-12.23,16.4,Fairbanks
1955-03,0.52,10.08,12.4,Fairbanks
1955-04,0.19,21.57,2.3,Fairbanks
1955-05,1.67,45.95,,Fairbanks
1955-06,3.52,55.63,0,Fairbanks
1955-07,2.51,61.21,0,Fairbanks
1955-08,1.93,53.03,,Fairbanks
1955-09,1.45,43.63,,Fairbanks
1955-10,0.94,23.79,14.4,Fairbanks
1955-11,0.21,-9.77,6.1,Fairbanks
1955-12,1.83,-9.02,27.5,Fairbanks
1956-01,0.43,-20.23,9.5,Fairbanks
1956-02,0.99,-10.55,21,Fairbanks
1956-03,0.15,5.87,3.1,Fairbanks
1956-04,0.12,31.15,2.4,Fairbanks
1956-05,0.61,48.45,0,Fairbanks
1956-06,1.02,57.68,0,Fairbanks
1956-07,1.41,60.98,0,Fairbanks
1956-08,2.22,55.74,0,Fairbanks
1956-09,1.94,41.9,,Fairbanks
1956-10,0.91,17.05,13.8,Fairbanks
1956-11,0.98,-4.83,14.1,Fairbanks
1956-12,0.59,-28.15,7.5,Fairbanks
1957-01,1.92,1.47,26.3,Fairbanks
1957-02,0.56,-2.57,9.3,Fairbanks
1957-03,0.15,18.06,2.2,Fairbanks
1957-04,0.08,32.43,0.9,Fairbanks
1957-05,0.07,48.37,0.3,Fairbanks
1957-06,0.21,64.1,0,Fairbanks
1957-07,0.4,60.63,0,Fairbanks
1957-08,0.4,59.11,0,Fairbanks
1957-09,0.47,43.57,4.9,Fairbanks
1957-10,0.74,29.19,8.5,Fairbanks
1957-11,0.3,14.88,8,Fairbanks
1957-12,0.25,-15.55,4.5,Fairbanks
1958-01,0.31,-2.65,6.2,Fairbanks
1958-02,0.07,1.43,1.6,Fairbanks
1958-03,0.24,15.97,4,Fairbanks
1958-04,0.09,34.45,0.6,Fairbanks
1958-05,0.57,48.29,0.6,Fairbanks
1958-06,1.01,62.6,0,Fairbanks
1958-07,1.42,62.5,0,Fairbanks
1958-08,0.61,56.42,0,Fairbanks
1958-09,0.46,42.73,0.1,Fairbanks
1958-10,0.84,14.69,11.9,Fairbanks
1958-11,0.4,1.33,11.4,Fairbanks
1958-12,0.41,-7.15,8.1,Fairbanks
1959-01,0.09,-20.02,5.6,Fairbanks
1959-02,0.93,5.88,19.7,Fairbanks
1959-03,0.15,-6.65,3.2,Fairbanks
1959-04,0.12,25.93,0.8,Fairbanks
1959-05,1.02,47.19,0,Fairbanks
1959-06,1.19,61.43,0,Fairbanks
1959-07,2.8,55.5,0,Fairbanks
1959-08,1.81,54.52,0,Fairbanks
1959-09,0.92,43.55,,Fairbanks
1959-10,0.68,23.98,4.2,Fairbanks
1959-11,0.55,6.67,12.1,Fairbanks
1959-12,0.56,-9.44,12.1,Fairbanks
1960-01,0.97,-3.82,23.6,Fairbanks
1960-02,0.38,3,6.5,Fairbanks
1960-03,0.2,4.21,4.4,Fairbanks
1960-04,0.4,26.68,6.9,Fairbanks
1960-05,0.26,53.11,,Fairbanks
1960-06,0.73,55.97,0,Fairbanks
1960-07,1.38,62.08,0,Fairbanks
1960-08,1.71,54.97,0,Fairbanks
1960-09,3.05,41.38,,Fairbanks
1960-10,0.92,26.06,3.9,Fairbanks
1960-11,0.41,-0.92,10.1,Fairbanks
1960-12,0.23,5.42,3.8,Fairbanks
1961-01,0.25,-2.02,7.4,Fairbanks
1961-02,0.17,-4.39,7.1,Fairbanks
1961-03,0.11,0.6,1.7,Fairbanks
1961-04,0.37,25.1,7,Fairbanks
1961-05,0.24,49.26,0,Fairbanks
1961-06,0.66,58.75,0,Fairbanks
1961-07,2.61,59.16,0,Fairbanks
1961-08,2.85,55.24,0,Fairbanks
1961-09,1.91,44.07,,Fairbanks
1961-10,1.17,21.15,24.2,Fairbanks
1961-11,0.47,-4.17,9.4,Fairbanks
1961-12,0.59,-23.84,6.3,Fairbanks
1962-01,0.69,-7.77,8.9,Fairbanks
1962-02,1.26,7.05,26.4,Fairbanks
1962-03,0.66,7.92,12.6,Fairbanks
1962-04,0.38,30.03,7.6,Fairbanks
1962-05,0.62,44.89,2.4,Fairbanks
1962-06,2.22,58.6,0,Fairbanks
1962-07,4.35,63.5,0,Fairbanks
1962-08,4.03,58.02,0,Fairbanks
1962-09,1.4,41.5,0.5,Fairbanks
1962-10,0.28,30.77,2.8,Fairbanks
1962-11,0.17,4.37,3.1,Fairbanks
1962-12,0.56,-6.6,6,Fairbanks
1963-01,1.78,1.66,17.5,Fairbanks
1963-02,0.27,-0.29,5,Fairbanks
1963-03,2.1,7.69,29.6,Fairbanks
1963-04,0.49,24.5,5.8,Fairbanks
1963-05,0.11,49.32,,Fairbanks
1963-06,2,53.43,0,Fairbanks
1963-07,1.36,60,0,Fairbanks
1963-08,3.6,54.65,0,Fairbanks
1963-09,0.19,47.9,0,Fairbanks
1963-10,1.51,26.35,11.6,Fairbanks
1963-11,0.18,-10.5,4.6,Fairbanks
1963-12,0.38,3.98,8.8,Fairbanks
1964-01,0.21,-15.68,4.8,Fairbanks
1964-02,0.46,0.71,9.9,Fairbanks
1964-03,0.18,-2.24,3.5,Fairbanks
1964-04,0.68,25.8,8.8,Fairbanks
1964-05,0.97,38.61,4.7,Fairbanks
1964-06,1.33,60.1,0,Fairbanks
1964-07,1.28,59.66,0,Fairbanks
1964-08,2.37,56.52,0,Fairbanks
1964-09,0.85,44.92,0,Fairbanks
1964-10,0.53,28.19,4.7,Fairbanks
1964-11,0.86,2.38,18,Fairbanks
1964-12,0.35,-26.45,14,Fairbanks
1965-01,0.07,-17.97,3,Fairbanks
1965-02,0.32,-18.12,7.6,Fairbanks
1965-03,0.27,24.47,1.4,Fairbanks
1965-04,0.47,30.85,5.8,Fairbanks
1965-05,0.14,42.84,0.7,Fairbanks
1965-06,1.16,55.17,0,Fairbanks
1965-07,1.39,60.21,0,Fairbanks
1965-08,1.48,52.71,0,Fairbanks
1965-09,2.11,48.15,,Fairbanks
1965-10,0.74,13.9,15.7,Fairbanks
1965-11,1.21,3.82,18.8,Fairbanks
1965-12,1.92,-14.05,33.5,Fairbanks
1966-01,0.01,-27.44,0.7,Fairbanks
1966-02,1.75,-7.59,43.1,Fairbanks
1966-03,0.34,-2.5,8.9,Fairbanks
1966-04,0.32,27.03,1.5,Fairbanks
1966-05,0.38,45.37,1.7,Fairbanks
1966-06,0.19,63.27,0,Fairbanks
1966-07,0.83,62.47,0,Fairbanks
1966-08,0.59,57.1,0,Fairbanks
1966-09,0.15,50.12,0,Fairbanks
1966-10,0.29,24.27,5.5,Fairbanks
1966-11,2.06,0.53,36.6,Fairbanks
1966-12,0.16,-20.05,2.9,Fairbanks
1967-01,0.4,-15.31,13,Fairbanks
1967-02,0.25,-6.84,5.2,Fairbanks
1967-03,1.9,9.81,28.4,Fairbanks
1967-04,0.84,31.68,11.1,Fairbanks
1967-05,0.43,45.63,,Fairbanks
1967-06,1.13,61.77,0,Fairbanks
1967-07,3.34,59.84,0,Fairbanks
1967-08,6.2,58.26,0,Fairbanks
1967-09,0.25,46.53,,Fairbanks
1967-10,0.32,24.76,5.8,Fairbanks
1967-11,0.93,9.5,14.4,Fairbanks
1967-12,1.34,-1.61,16.8,Fairbanks
1968-01,1.19,-10.98,22.6,Fairbanks
1968-02,0.15,-4.91,4.8,Fairbanks
1968-03,,12.74,0.1,Fairbanks
1968-04,0.29,29.13,5,Fairbanks
1968-05,0.67,47.58,2.7,Fairbanks
1968-06,1.52,59.5,0,Fairbanks
1968-07,0.84,65.74,0,Fairbanks
1968-08,0.96,58.44,0,Fairbanks
1968-09,0.15,42.8,0.9,Fairbanks
1968-10,0.31,22.13,6.7,Fairbanks
1968-11,0.27,2.3,8,Fairbanks
1968-12,1.38,-17.68,20.2,Fairbanks
1969-01,0.55,-26.71,10.8,Fairbanks
1969-02,0.1,-7.25,1.4,Fairbanks
1969-03,0.6,10.08,11.3,Fairbanks
1969-04,,36.28,0.4,Fairbanks
1969-05,0.95,49.44,,Fairbanks
1969-06,0.39,64.87,0,Fairbanks
1969-07,1.33,59.35,0,Fairbanks
1969-08,2.04,49.77,,Fairbanks
1969-09,0.28,49.08,0,Fairbanks
1969-10,0.1,33.95,3.7,Fairbanks
1969-11,0.54,1.13,11.4,Fairbanks
1969-12,,3.92,,Fairbanks
1970-01,0.1,-16.18,3.6,Fairbanks
1970-02,0.32,8,6.4,Fairbanks
1970-03,0.25,20.81,4.2,Fairbanks
1970-04,0.45,32.02,7.1,Fairbanks
1970-05,0.42,51.79,,Fairbanks
1970-06,2.57,57.98,0,Fairbanks
1970-07,1.81,62.35,0,Fairbanks
1970-08,1.98,56.9,0,Fairbanks
1970-09,0.65,40.78,4.1,Fairbanks
1970-10,1.84,18.9,21.9,Fairbanks
1970-11,3.32,10.63,54,Fairbanks
1970-12,2.29,-9.73,32.5,Fairbanks
1971-01,0.33,-31.68,8.5,Fairbanks
1971-02,0.63,-4.57,16.3,Fairbanks
1971-03,0.2,-0.42,6.4,Fairbanks
1971-04,0.11,26.7,0.9,Fairbanks
1971-05,0.16,47.27,1.1,Fairbanks
1971-06,0.31,63.33,0,Fairbanks
1971-07,2.08,60.97,0,Fairbanks
1971-08,2.32,56.1,0,Fairbanks
1971-09,2.45,44.65,3.5,Fairbanks
1971-10,1.35,27.89,20.4,Fairbanks
1971-11,0.54,0.53,9.8,Fairbanks
1971-12,1.83,-5.81,29.6,Fairbanks
1972-01,0.73,-16.32,12.6,Fairbanks
1972-02,0.16,-10.02,4.5,Fairbanks
1972-03,0.27,-2.74,5.7,Fairbanks
1972-04,0.2,20.77,4.3,Fairbanks
1972-05,0.35,47.35,0,Fairbanks
1972-06,0.55,59.32,0,Fairbanks
1972-07,0.63,64.52,0,Fairbanks
1972-08,1.09,58.84,0,Fairbanks
1972-09,2.08,40.08,7.8,Fairbanks
1972-10,0.86,26.77,6.9,Fairbanks
1972-11,0.46,6.95,12.2,Fairbanks
1972-12,1.13,-2.5,26.9,Fairbanks
1973-01,0.44,-18.21,14.2,Fairbanks
1973-02,0.11,-1.46,1.8,Fairbanks
1973-03,0.4,11.92,8.7,Fairbanks
1973-04,0.05,35.28,1,Fairbanks
1973-05,0.99,50.61,,Fairbanks
1973-06,0.97,60.27,0,Fairbanks
1973-07,1.92,61.97,0,Fairbanks
1973-08,2.19,54.98,0,Fairbanks
1973-09,0.19,47.33,1.2,Fairbanks
1973-10,0.91,25.05,8.2,Fairbanks
1973-11,0.8,-0.65,17.5,Fairbanks
1973-12,0.15,-3.39,2.5,Fairbanks
1974-01,0.14,-16.63,3,Fairbanks
1974-02,0.33,-17.79,8.7,Fairbanks
1974-03,0.27,7.53,7,Fairbanks
1974-04,0.21,34.9,1.3,Fairbanks
1974-05,0.11,51.39,0,Fairbanks
1974-06,1.22,58.73,0,Fairbanks
1974-07,1.17,63.45,0,Fairbanks
1974-08,1.14,59.1,0,Fairbanks
1974-09,0.47,51.38,0.3,Fairbanks
1974-10,1.08,21.37,24.4,Fairbanks
1974-11,1.03,0.53,22.5,Fairbanks
1974-12,0.55,-11.21,17.9,Fairbanks
1975-01,0.6,-15.45,14.1,Fairbanks
1975-02,0.04,-3.38,1.6,Fairbanks
1975-03,0.22,12.56,5,Fairbanks
1975-04,0.47,30.45,4.4,Fairbanks
1975-05,0.49,53.52,,Fairbanks
1975-06,0.99,63.38,0,Fairbanks
1975-07,1.81,68.37,0,Fairbanks
1975-08,2.1,56.03,0,Fairbanks
1975-09,0.2,45.83,,Fairbanks
1975-10,0.79,23.85,14.4,Fairbanks
1975-11,0.44,-8.03,11.4,Fairbanks
1975-12,0.31,-16.02,6.7,Fairbanks
1976-01,0.22,-11.47,6.4,Fairbanks
1976-02,0.01,-13.62,0.5,Fairbanks
1976-03,0.55,12.05,10.4,Fairbanks
1976-04,0.08,36.03,1.2,Fairbanks
1976-05,0.94,47.76,,Fairbanks
1976-06,1.08,59.63,0,Fairbanks
1976-07,1.6,61.74,0,Fairbanks
1976-08,0.69,59.15,0,Fairbanks
1976-09,1.05,45.35,,Fairbanks
1976-10,0.89,23.92,14.7,Fairbanks
1976-11,0.13,15.92,4.3,Fairbanks
1976-12,0.08,-3.85,2.2,Fairbanks
1977-01,0.31,9.74,6.7,Fairbanks
1977-02,0.81,8.57,19,Fairbanks
1977-03,0.26,4.55,5.5,Fairbanks
1977-04,0.36,27.83,6.8,Fairbanks
1977-05,1.63,48.69,,Fairbanks
1977-06,3.01,59.6,0,Fairbanks
1977-07,1.58,62.81,0,Fairbanks
1977-08,0.41,62.56,0,Fairbanks
1977-09,2.51,45.62,1,Fairbanks
1977-10,1.11,25.61,17.3,Fairbanks
1977-11,0.19,-7.6,5.1,Fairbanks
1977-12,0.8,-14.92,14.4,Fairbanks
1978-01,0.39,0.06,4.9,Fairbanks
1978-02,0.19,3.82,3,Fairbanks
1978-03,0.09,13.95,1.6,Fairbanks
1978-04,0.16,34.78,0.7,Fairbanks
1978-05,0.44,50.21,0.1,Fairbanks
1978-06,1.71,54.62,0,Fairbanks
1978-07,1.19,63.45,0,Fairbanks
1978-08,1.24,59.44,0,Fairbanks
1978-09,0.98,46.73,0.3,Fairbanks
1978-10,0.59,23.27,7.6,Fairbanks
1978-11,1.02,8.52,15.1,Fairbanks
1978-12,1.4,3.24,21.7,Fairbanks
1979-01,0.58,-7.66,9.7,Fairbanks
1979-02,0.02,-25.27,0.5,Fairbanks
1979-03,0.47,12.03,7.7,Fairbanks
1979-04,0.83,30.87,3.1,Fairbanks
1979-05,0.88,49.82,0,Fairbanks
1979-06,1.54,57.4,0,Fairbanks
1979-07,2.54,61.26,0,Fairbanks
1979-08,1.22,60.35,0,Fairbanks
1979-09,0.19,46.47,,Fairbanks
1979-10,0.94,32.4,6.5,Fairbanks
1979-11,0.63,20.13,4.4,Fairbanks
1979-12,0.49,-10.19,11,Fairbanks
1980-01,0.52,-9.44,10.8,Fairbanks
1980-02,0.22,15.93,4.4,Fairbanks
1980-03,0.13,17.26,3.2,Fairbanks
1980-04,0.1,35.88,0.8,Fairbanks
1980-05,0.31,50.66,0,Fairbanks
1980-06,1.38,56.47,0,Fairbanks
1980-07,1.37,60.9,0,Fairbanks
1980-08,1.68,53.65,0,Fairbanks
1980-09,0.76,42.93,3.4,Fairbanks
1980-10,0.39,32.94,5.1,Fairbanks
1980-11,0.7,11.53,10.6,Fairbanks
1980-12,0.32,-24,4.8,Fairbanks
1981-01,0.31,18.1,6.2,Fairbanks
1981-02,0.78,5.11,10.2,Fairbanks
1981-03,0.07,27.08,0.9,Fairbanks
1981-04,0.32,31.42,1.9,Fairbanks
1981-05,0.73,51.32,0,Fairbanks
1981-06,1.91,58.93,0,Fairbanks
1981-07,2.41,56.52,0,Fairbanks
1981-08,1.35,53.61,0,Fairbanks
1981-09,0.8,44.03,0.3,Fairbanks
1981-10,0.91,29.45,7.8,Fairbanks
1981-11,0.91,12.28,16.2,Fairbanks
1981-12,0.58,-4.21,10.6,Fairbanks
1982-01,0.34,-17.97,7.6,Fairbanks
1982-02,0.38,-3.82,7,Fairbanks
1982-03,0.39,13.05,7.2,Fairbanks
1982-04,0.93,27.7,11.4,Fairbanks
1982-05,0.96,46.77,0.3,Fairbanks
1982-06,1.96,58.47,0,Fairbanks
1982-07,2.33,63.08,0,Fairbanks
1982-08,1.67,56.61,0,Fairbanks
1982-09,0.77,49.28,0.6,Fairbanks
1982-10,1.48,18.5,25.9,Fairbanks
1982-11,1.49,4.38,27.8,Fairbanks
1982-12,0.23,2.18,3.8,Fairbanks
1983-01,0.24,-10.97,4.8,Fairbanks
1983-02,0.18,3.34,3.6,Fairbanks
1983-03,0.09,13.77,2.1,Fairbanks
1983-04,0.27,37.32,1.9,Fairbanks
1983-05,0.14,50.42,0.4,Fairbanks
1983-06,0.57,62.3,0,Fairbanks
1983-07,1.71,64.15,0,Fairbanks
1983-08,3.33,53.47,0,Fairbanks
1983-09,0.92,41.17,0.4,Fairbanks
1983-10,2.19,23.56,17.3,Fairbanks
1983-11,0.08,8.53,2.4,Fairbanks
1983-12,0.65,-3.63,13.7,Fairbanks
1984-01,0.89,-5.85,13.8,Fairbanks
1984-02,0.64,-13.33,11.1,Fairbanks
1984-03,0.03,21.58,0.8,Fairbanks
1984-04,0.47,30.22,6.7,Fairbanks
1984-05,1.17,47.15,,Fairbanks
1984-06,0.48,61.55,0,Fairbanks
1984-07,2.95,60.85,0,Fairbanks
1984-08,1.15,53.74,0,Fairbanks
1984-09,0.22,46.82,0,Fairbanks
1984-10,0.7,25.9,11.3,Fairbanks
1984-11,0.42,0.07,8.5,Fairbanks
1984-12,3.23,-3.1,50.7,Fairbanks
1985-01,0.52,11.03,8.1,Fairbanks
1985-02,0.48,-9.41,8,Fairbanks
1985-03,0.57,14.55,7.4,Fairbanks
1985-04,0.36,20.75,5.9,Fairbanks
1985-05,0.41,46.71,1,Fairbanks
1985-06,1.8,57.82,0,Fairbanks
1985-07,1.13,63.1,0,Fairbanks
1985-08,1.88,56.26,0,Fairbanks
1985-09,2.59,42.88,2.1,Fairbanks
1985-10,1,18.74,5.4,Fairbanks
1985-11,0.9,-4.72,14.7,Fairbanks
1985-12,0.08,7.65,1.8,Fairbanks
1986-01,0.13,-2.05,2.3,Fairbanks
1986-02,0.19,4.7,2.6,Fairbanks
1986-03,0.32,6,3.7,Fairbanks
1986-04,0.07,23.98,1,Fairbanks
1986-05,0.54,47.81,0,Fairbanks
1986-06,0.87,62.58,0,Fairbanks
1986-07,2.12,63.56,0,Fairbanks
1986-08,2.36,54.69,0,Fairbanks
1986-09,0.65,46.22,,Fairbanks
1986-10,1.79,27.08,11.8,Fairbanks
1986-11,0.48,0.2,7.4,Fairbanks
1986-12,0.34,7.31,6,Fairbanks
1987-01,0.68,0.63,12,Fairbanks
1987-02,0.1,1.43,1.5,Fairbanks
1987-03,,13.44,,Fairbanks
1987-04,0.05,34.95,1,Fairbanks
1987-05,0.21,50.89,,Fairbanks
1987-06,1.02,61.9,0,Fairbanks
1987-07,1.7,64.21,0,Fairbanks
1987-08,0.56,57.73,0,Fairbanks
1987-09,0.57,44.1,,Fairbanks
1987-10,0.39,32.92,3.5,Fairbanks
1987-11,0.64,5.95,14.1,Fairbanks
1987-12,0.51,-3.13,10.4,Fairbanks
1988-01,0.32,-5.31,6.3,Fairbanks
1988-02,0.13,3.93,2.5,Fairbanks
1988-03,0.13,17.81,2.6,Fairbanks
1988-04,0.21,33.62,0.2,Fairbanks
1988-05,1.51,52.79,0.3,Fairbanks
1988-06,2.26,62.85,0,Fairbanks
1988-07,1.02,65.77,0,Fairbanks
1988-08,1.95,58.31,0,Fairbanks
1988-09,0.73,44.35,0.2,Fairbanks
1988-10,1.07,17.35,12.9,Fairbanks
1988-11,0.68,-3.08,15.2,Fairbanks
1988-12,0.46,4.19,10.5,Fairbanks
1989-01,0.52,-21.24,10.8,Fairbanks
1989-02,0.98,3.39,13.4,Fairbanks
1989-03,0.13,6.73,3.9,Fairbanks
1989-04,0.05,36.15,0.4,Fairbanks
1989-05,0.99,47.76,0.8,Fairbanks
1989-06,2.53,60.13,0,Fairbanks
1989-07,0.91,64.56,0,Fairbanks
1989-08,0.78,60.76,0,Fairbanks
1989-09,0.72,48.6,0.5,Fairbanks
1989-10,1.28,26.16,19.7,Fairbanks
1989-11,0.97,-7.13,18.1,Fairbanks
1989-12,0.57,4.42,11.1,Fairbanks
